#===============
# ll~ : ee
# qq~ : uc~
# FF  : dipole
# XY  : LL LR RL RR
# coef : 0 0
# type : A*A
# Nevs : 50000
#===============
#
# XSEC	BIN_MIN	BIN_MAX 	 Kij 
#
6.4202  200.0  300.0  0.00016	0.00038	0.0004	0.00102	0.00452	0.07714	0.06706	0.05582	0.04986	0.0405	0.00078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2.9086  300.0  400.0  0.00014	2e-05	0.0001	0.00018	0.00022	0.00038	0.00052	0.00094	0.00138	0.00872	0.0845	0.0766	0.067	0.06028	0.0492	0.00104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1.55602  400.0  500.0  4e-05	6e-05	0.0	6e-05	4e-05	0.00016	0.00028	0.00018	0.00018	0.0004	0.00038	0.00084	0.00094	0.00158	0.00976	0.0896	0.0815	0.0755	0.067	0.05224	0.00188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.91774  500.0  600.0  4e-05	2e-05	2e-05	8e-05	2e-05	6e-05	0.00016	0.00014	0.00022	0.00028	0.0003	0.0003	0.0002	0.0004	0.00044	0.00062	0.00104	0.00108	0.0019	0.01088	0.0891	0.08286	0.07592	0.06922	0.0563	0.00188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.5784  600.0  700.0  0.0001	2e-05	0.0	0.0	4e-05	4e-05	6e-05	6e-05	0.00024	0.0001	0.00016	0.00014	0.00018	0.0002	0.00028	0.00022	0.0003	0.00032	0.00032	0.00052	0.00086	0.00072	0.00092	0.00268	0.01222	0.13404	0.11938	0.10348	0.02798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.38192  700.0  800.0  0.0	0.0	4e-05	0.0	2e-05	0.0	0.0001	0.0001	0.00016	0.00012	8e-05	6e-05	8e-05	0.00018	0.00018	0.00014	0.00014	0.0001	0.00028	0.0004	0.00034	0.00032	0.00034	0.00042	0.00062	0.00138	0.0016	0.00598	0.09964	0.12494	0.10968	0.06196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.26096  800.0  900.0  0.0	2e-05	0.0	0.0	2e-05	0.0	2e-05	8e-05	2e-05	0.00016	6e-05	0.00018	8e-05	0.00018	0.00016	0.00016	0.00016	0.00018	0.00018	0.0001	0.00018	0.0002	0.00026	0.00026	0.00034	0.00044	0.00072	0.0008	0.00132	0.00142	0.00388	0.05762	0.13192	0.11656	0.09696	0.00302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.18342  900.0  1000.0  0.0	0.0	0.0	2e-05	4e-05	2e-05	2e-05	4e-05	4e-05	4e-05	6e-05	8e-05	6e-05	8e-05	8e-05	0.0001	0.0002	0.0002	0.00016	0.00016	0.0001	0.0001	0.00026	0.00022	0.00016	0.00042	0.00042	0.00064	0.00078	0.00062	0.00074	0.00096	0.00166	0.00336	0.01734	0.21616	0.17134	0.00352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.22848  1000.0  1200.0  0.0	0.0	0.0	0.0	0.0	0.0	2e-05	4e-05	6e-05	2e-05	6e-05	2e-05	0.00012	2e-05	0.0001	2e-05	6e-05	0.00012	6e-05	0.0	0.00016	0.00016	0.00012	0.00012	0.00014	0.0003	0.00026	0.00034	0.00032	0.00044	0.00044	0.00052	0.0005	0.00056	0.00086	0.00176	0.01366	0.12472	0.11274	0.09256	0.06958	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.12557  1200.0  1400.0  0.0	0.0	0.0	0.0	0.0	4e-05	4e-05	0.0	4e-05	4e-05	0.0	8e-05	2e-05	2e-05	4e-05	6e-05	8e-05	4e-05	0.0	4e-05	4e-05	4e-05	0.00014	0.00012	0.00012	0.00016	0.00016	0.0001	0.00016	0.00014	0.0001	0.00012	0.0002	0.00036	0.00028	0.00048	0.00074	0.00084	0.00134	0.00218	0.01358	0.12326	0.12814	0.10978	0.04354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
