#===============
# Ref : 1903.06248
# Experiment : ATLAS
# ll~ : ee
# qq~ : ss~
# FF  : vector
# XY  :  LL LR RL RR
# coef : 00
# type : A*Z
# Nevs : 50000
#===============
#
# XSEC	BIN_MIN	BIN_MAX 	 Kij 
# 225.0 232.51 240.271 248.291 256.579 265.143 273.994 283.139 292.59 302.357 312.449 322.878 333.656 344.793 356.302 368.195 380.485 393.185 406.309 419.872 433.887 448.369 463.336 478.801 494.783 511.299 528.365 546.002 564.227 583.06 602.522 622.634 643.417 664.894 687.087 710.022 733.722 758.213 783.521 809.674 836.7 864.629 893.489 923.313 954.133 985.981 1018.89 1052.9 1088.05 1124.36 1161.9 1200.68 1240.76 1282.17 1324.97 1369.2 1414.9 1462.13 1510.93 1561.36 1613.48 1667.34 1722.99 1780.5 1839.94 1901.35 1964.82 2030.4 2098.17 2168.21 2240.58 2315.37 2392.65 2472.52 2555.05 2640.34 2728.47 2819.54 2913.66 3010.91 3111.41 3215.27 3322.59 3433.5 3548.1 3666.54 3788.92 3915.39 4046.09 4181.14 4320.7 4464.92 4613.96 4767.97 4927.12 5091.58 5261.54 5437.16 5618.6 10000.0 
7.1642  200.0  300.0  0.03398	0.03118	0.02596	0.02368	0.0201	0.01786	0.01534	0.01276	0.00818	8e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1.18268  300.0  400.0  0.00028	0.0003	0.00028	0.00044	0.00052	0.00056	0.00098	0.00228	0.02436	0.06866	0.05996	0.0534	0.04648	0.03928	0.0354	0.03094	0.0265	0.01084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.303784  400.0  500.0  6e-05	0.00012	0.00018	0.00016	0.00024	0.00024	0.00018	0.00022	0.00034	0.00028	0.00034	0.00054	0.00042	0.00056	0.00092	0.00144	0.00422	0.0471	0.07896	0.06988	0.06162	0.0531	0.04592	0.03792	0.01076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.10287  500.0  600.0  2e-05	0.00012	4e-05	6e-05	0.00012	0.00012	0.00012	0.00024	0.00014	0.00016	0.00018	0.00022	0.00026	0.00012	0.0003	0.00032	0.00026	0.00032	0.00044	0.00056	0.00082	0.0013	0.00198	0.00522	0.07554	0.0925	0.07924	0.06614	0.05566	0.04064	0.00028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.040762  600.0  700.0  6e-05	8e-05	4e-05	4e-05	8e-05	0.00012	4e-05	8e-05	0.0001	8e-05	8e-05	8e-05	6e-05	0.0001	8e-05	0.00034	0.00022	0.0002	0.00024	0.00028	0.00022	0.0003	0.00046	0.00062	0.00062	0.00076	0.00114	0.00122	0.00328	0.0269	0.10956	0.09444	0.08154	0.06752	0.03184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.017875  700.0  800.0  0.0	4e-05	4e-05	6e-05	6e-05	6e-05	4e-05	4e-05	2e-05	0.0001	6e-05	6e-05	0.0001	2e-05	0.00024	0.00012	0.0001	4e-05	0.00016	0.0002	0.00022	0.00034	0.00028	0.00032	0.00048	0.00038	0.00052	0.00044	0.00056	0.00058	0.00102	0.00124	0.00174	0.00542	0.06568	0.11674	0.10014	0.08304	0.04332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.00854  800.0  900.0  4e-05	0.0001	0.0	4e-05	4e-05	0.0	4e-05	6e-05	2e-05	4e-05	2e-05	4e-05	0.0	6e-05	0.0001	6e-05	6e-05	0.00014	0.0001	0.0001	0.00018	0.00012	0.0001	0.00016	0.0001	0.0002	0.0002	0.00016	0.00036	0.00036	0.0005	0.0004	0.00056	0.00066	0.0011	0.0012	0.00164	0.00488	0.06476	0.13296	0.10868	0.09238	0.01642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.004374  900.0  1000.0  2e-05	0.0	2e-05	0.0	6e-05	8e-05	4e-05	4e-05	2e-05	2e-05	6e-05	0.0	2e-05	2e-05	2e-05	8e-05	2e-05	0.00012	8e-05	8e-05	0.00012	0.0001	4e-05	0.0001	0.00012	0.0002	0.00018	0.00024	0.0002	0.0002	0.00032	0.00022	0.00024	0.0004	0.00036	0.0006	0.00112	0.00082	0.00094	0.00158	0.0025	0.0104	0.12162	0.13032	0.10862	0.0377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.003655  1000.0  1200.0  0.0	2e-05	0.0	2e-05	0.0	4e-05	4e-05	2e-05	6e-05	2e-05	4e-05	0.00014	4e-05	0.0	6e-05	4e-05	4e-05	6e-05	0.0001	2e-05	4e-05	2e-05	2e-05	2e-05	0.00012	0.00012	6e-05	0.00012	0.0002	0.0001	0.00016	0.0002	0.0002	0.00026	0.00022	0.00024	0.0003	0.00034	0.00048	0.0005	0.00064	0.0008	0.00126	0.00192	0.0054	0.0692	0.09438	0.0791	0.06522	0.05424	0.04038	0.00104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.001233  1200.0  1400.0  0.0	0.0	0.0	2e-05	2e-05	0.0	4e-05	2e-05	0.0	2e-05	4e-05	2e-05	2e-05	0.0001	8e-05	4e-05	2e-05	4e-05	0.0	0.0001	6e-05	0.0	2e-05	4e-05	6e-05	2e-05	2e-05	8e-05	6e-05	6e-05	0.00012	0.00014	6e-05	0.00028	0.00014	0.00012	0.00012	0.00016	8e-05	0.00028	0.00036	0.00034	0.0006	0.0004	0.00048	0.00054	0.00066	0.00104	0.00118	0.00308	0.01672	0.11096	0.0949	0.07904	0.06346	0.0357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
